Description,GeoName,Unit,,,,,,,,,,,,,,,,,,,,,,,,,,0
Other transportation equipment manufacturing,Maryland,Millions of current dollars,328.8,400.9,380.6,396.3,612.4,646.5,656.8,682.1,699.3,591.8,672.7,890.4,981.9,1033.5,1136.2,953.3,865.8,628.6,688.7,843.7,676.6,883.8,793.7,771.1,862.6,
Furniture and related product manufacturing,Maryland,Millions of current dollars,194.7,206.1,221.7,223.3,182.1,196.5,192.3,193.2,220,263,263,196.4,194.2,191,205.9,227.2,268.4,284.7,324.5,369.9,389.2,422.9,362.2,357.3,290.6,
Miscellaneous manufacturing,Maryland,Millions of current dollars,261.4,308.1,261.5,289.8,249.8,352.6,417.3,365.6,448.1,511.5,493.1,495.1,491.2,434.2,474.2,535.9,570.8,739.1,748.1,925.4,925.6,923.9,1053.3,1109.5,1180.6,
Nondurable goods manufacturing,Maryland,Millions of current dollars,6510.4,6660.1,7509.9,7545.5,8418.3,8214,7382,7771.3,7613.6,8483.4,9185.9,8548.3,10089.6,10790,10390.1,9777.6,10661.4,10729.1,11037.9,11612.4,11698.5,11364.6,11944.2,12576.7,14098.1,
Food and beverage and tobacco product manufacturing,Maryland,Millions of current dollars,2115,1783.6,2140.1,2039.7,2187.9,2387.8,2087,2249.9,2349,2723.7,2990.3,3156.9,3384.4,3103.5,2652.2,2882.6,3017.3,3352.2,2888.3,2772.5,2721,2818.9,2996.2,3300.4,3455.8,
Textile mills and textile product mills,Maryland,Millions of current dollars,123.9,138.6,148.4,147,155.5,213,155.6,227,181.5,160.5,149.3,177.8,135.9,160.2,159.5,156.6,124.4,115.2,118.7,124.7,117.8,102.6,96.3,93.2,106.2,
"Apparel, leather, and allied product manufacturing",Maryland,Millions of current dollars,264.8,295.2,205.1,205.4,208.6,160.1,98.5,83.1,79.9,59.2,54.9,65.4,64.6,82,94.7,103.7,111,118.1,104.6,94.5,106.8,86.6,64.1,52.9,67.5,
Paper manufacturing,Maryland,Millions of current dollars,356.2,309.6,429,442.6,381.2,412.3,366.3,299.7,371.7,370.8,326.9,204.2,326.5,329.7,284.3,236.1,237.6,220.6,267.2,257.3,247.2,269.3,236.2,188.9,183.3,
Printing and related support activities,Maryland,Millions of current dollars,825.4,887,974.3,942.9,976,976.9,917.9,867.1,998.4,1058.1,1130.2,1018.9,750.3,650.5,624.5,719.2,726.1,669.1,615.9,671.7,665.3,721.7,692,694.4,696.2,
Petroleum and coal products manufacturing,Maryland,Millions of current dollars,204.2,247.9,186.1,256.2,279.7,252.3,354.9,333.2,309.8,229.2,224.7,224.4,185.9,274.6,331.4,446.3,554.2,449.7,448.5,394.3,617.4,861.7,732.5,470.1,1046.4,
